FeatureCode,DateCode,Measurement,Units,Value,Indicator (public transport)
S92000003,2016,Count,Vehicle Kilometres,337,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2006,Count,Passenger Journeys,476,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2013,Count,Vehicle Kilometres,332,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2004,Count,Passenger Journeys,459,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2009,Count,Passenger Journeys,458,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2017,Count,Train Stations,357,Number Of Passenger Train Stations
S92000003,2018,Count,Passenger Journeys,378,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2019,Count,Passenger Journeys,366,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2014,Count,Train Stations,349,Number Of Passenger Train Stations
S92000003,2018,Count,Train Stations,357,Number Of Passenger Train Stations
S92000003,2010,Count,Vehicle Kilometres,346,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2019,Count,Vehicle Kilometres,335,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2012,Count,Train Stations,349,Number Of Passenger Train Stations
S92000003,2011,Count,Vehicle Kilometres,338,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2014,Count,Vehicle Kilometres,336,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2008,Count,Vehicle Kilometres,386,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2012,Count,Vehicle Kilometres,327,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2011,Count,Passenger Journeys,436,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2013,Count,Passenger Journeys,421,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2008,Count,Train Stations,346,Number Of Passenger Train Stations
S92000003,2017,Count,Vehicle Kilometres,334,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2015,Count,Vehicle Kilometres,341,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2008,Count,Passenger Journeys,484,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2007,Count,Vehicle Kilometres,397,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2005,Count,Passenger Journeys,465,Total Number Of Passenger Journeys (Million) On All Bus Services In Scotland
S92000003,2006,Count,Vehicle Kilometres,384,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2005,Count,Vehicle Kilometres,374,Total Number Of Vehicle Kilometres (Million) On All Bus Services In Scotland
S92000003,2013,Count,Train Stations,349,Number Of Passenger Train Stations
S12000017,2016,Count,Train Stations,59,Number Of Passenger Train Stations
S12000017,2007,Count,Train Stations,58,Number Of Passenger Train Stations
S12000013,2015,Count,Train Stations,0,Number Of Passenger Train Stations
S12000017,2014,Count,Train Stations,59,Number Of Passenger Train Stations
S12000017,2006,Count,Train Stations,58,Number Of Passenger Train Stations
S12000013,2007,Count,Train Stations,0,Number Of Passenger Train Stations
S12000013,2006,Count,Train Stations,0,Number Of Passenger Train Stations
S12000013,2014,Count,Train Stations,0,Number Of Passenger Train Stations
S12000014,2006,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2008,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2011,Count,Train Stations,5,Number Of Passenger Train Stations
S12000017,2015,Count,Train Stations,59,Number Of Passenger Train Stations
S12000013,2012,Count,Train Stations,0,Number Of Passenger Train Stations
S12000014,2012,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2017,Count,Train Stations,5,Number Of Passenger Train Stations
S12000013,2013,Count,Train Stations,0,Number Of Passenger Train Stations
S12000013,2011,Count,Train Stations,0,Number Of Passenger Train Stations
S12000013,2016,Count,Train Stations,0,Number Of Passenger Train Stations
S12000014,2016,Count,Train Stations,5,Number Of Passenger Train Stations
S12000013,2017,Count,Train Stations,0,Number Of Passenger Train Stations
S12000013,2018,Count,Train Stations,0,Number Of Passenger Train Stations
S12000014,2013,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2015,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2014,Count,Train Stations,5,Number Of Passenger Train Stations
S12000013,2010,Count,Train Stations,7,Number Of Passenger Train Stations
S12000011,2015,Count,Train Stations,9,Number Of Passenger Train Stations
S12000013,2008,Count,Train Stations,0,Number Of Passenger Train Stations
S12000014,2007,Count,Train Stations,5,Number Of Passenger Train Stations
S12000014,2009,Count,Train Stations,5,Number Of Passenger Train Stations
S12000017,2013,Count,Train Stations,59,Number Of Passenger Train Stations
S12000014,2010,Count,Train Stations,2,Number Of Passenger Train Stations
S12000014,2018,Count,Train Stations,5,Number Of Passenger Train Stations
S12000013,2009,Count,Train Stations,0,Number Of Passenger Train Stations
S12000011,2014,Count,Train Stations,9,Number Of Passenger Train Stations
S12000042,2014,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2019,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2017,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2016,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2018,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2015,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2009,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2012,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2018,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2018,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2012,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2019,Ratio,Percent Of Adults,81,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2011,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2012,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2009,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2013,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2016,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2018,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2009,Ratio,Percent Of Adults,87,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2014,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2008,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2013,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2009,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2016,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2015,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2007,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2019,Ratio,Percent Of Adults,54,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2013,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2008,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2019,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2011,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2010,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2009,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2010,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2018,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2012,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2011,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2017,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2012,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2014,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2012,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2017,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2007,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2017,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2015,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2011,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2010,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2019,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2013,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2017,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2008,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2007,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2019,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2016,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2017,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2014,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2007,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2016,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2016,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2015,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2010,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2013,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2014,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2018,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2015,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,2017,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2014,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2011,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2008,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2015,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2014,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2011,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2009,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2008,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2007,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2008,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2016,Ratio,Percent Of Adults,87,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,2008,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2013,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2008,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2012,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2015,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2009,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2007,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2019,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2016,Ratio,Percent Of Adults,49,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2010,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2011,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,2011,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2018,Ratio,Percent Of Adults,50,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2007,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2010,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2008,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2019,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2017,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2011,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2016,Ratio,Percent Of Adults,85,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2009,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2008,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2015,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2010,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2009,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2012,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2015,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2016,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2019,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2016,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2018,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2012,Ratio,Percent Of Adults,53,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2018,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2019,Ratio,Percent Of Adults,48,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2014,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2015,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2007,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2011,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2014,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2018,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2007,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2009,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2012,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2011,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2019,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2014,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2018,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2010,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2016,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2013,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2016,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2012,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2017,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2015,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2019,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2012,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,2010,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2011,Ratio,Percent Of Adults,89,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2009,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2017,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,2008,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2017,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2014,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,2008,Ratio,Percent Of Adults,93,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2010,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,2013,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2018,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2018,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2011,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2011,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2008,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2015,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2007,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2017,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2016,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,2015,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2019,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2012,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2010,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2017,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,2014,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2017,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2014,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2008,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,2018,Ratio,Percent Of Adults,40,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2014,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2010,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2007,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2009,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2016,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2016,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2010,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2019,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2018,Ratio,Percent Of Adults,48,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2014,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2011,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2008,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2017,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2011,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
