FeatureCode,DateCode,Measurement,Units,Value,Indicator (road vehicles)
S92000003,2007,Count,ktonnes,3331,Total Amount Of Petrol And Diesel Consumed
S12000039,2012,Count,ktonnes,45,Total Amount Of Petrol And Diesel Consumed
S12000006,2014,Count,ktonnes,166,Total Amount Of Petrol And Diesel Consumed
S92000003,2017,Count,ktonnes,3308,Total Amount Of Petrol And Diesel Consumed
S92000003,2006,Count,ktonnes,3266,Total Amount Of Petrol And Diesel Consumed
S92000003,2008,Count,ktonnes,3309,Total Amount Of Petrol And Diesel Consumed
S12000047,2017,Count,ktonnes,190,Total Amount Of Petrol And Diesel Consumed
S92000003,2011,Count,ktonnes,3145,Total Amount Of Petrol And Diesel Consumed
S92000003,2009,Count,ktonnes,3252,Total Amount Of Petrol And Diesel Consumed
S12000049,2006,Count,ktonnes,274,Total Amount Of Petrol And Diesel Consumed
S12000006,2007,Count,ktonnes,176,Total Amount Of Petrol And Diesel Consumed
S12000048,2017,Count,ktonnes,188,Total Amount Of Petrol And Diesel Consumed
S12000006,2006,Count,ktonnes,168,Total Amount Of Petrol And Diesel Consumed
S12000006,2011,Count,ktonnes,165,Total Amount Of Petrol And Diesel Consumed
S12000049,2014,Count,ktonnes,268,Total Amount Of Petrol And Diesel Consumed
S12000048,2014,Count,ktonnes,174,Total Amount Of Petrol And Diesel Consumed
S12000050,2014,Count,ktonnes,244,Total Amount Of Petrol And Diesel Consumed
S12000049,2015,Count,ktonnes,264,Total Amount Of Petrol And Diesel Consumed
S12000049,2005,Count,ktonnes,269,Total Amount Of Petrol And Diesel Consumed
S12000040,2016,Count,ktonnes,123,Total Amount Of Petrol And Diesel Consumed
S12000047,2010,Count,ktonnes,186,Total Amount Of Petrol And Diesel Consumed
S12000047,2006,Count,ktonnes,191,Total Amount Of Petrol And Diesel Consumed
S12000005,2007,Count,ktonnes,21,Total Amount Of Petrol And Diesel Consumed
S12000049,2018,Count,ktonnes,263,Total Amount Of Petrol And Diesel Consumed
S12000047,2016,Count,ktonnes,179,Total Amount Of Petrol And Diesel Consumed
S12000005,2016,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000005,2013,Count,ktonnes,19,Total Amount Of Petrol And Diesel Consumed
S12000047,2014,Count,ktonnes,181,Total Amount Of Petrol And Diesel Consumed
S12000047,2008,Count,ktonnes,193,Total Amount Of Petrol And Diesel Consumed
S12000047,2009,Count,ktonnes,190,Total Amount Of Petrol And Diesel Consumed
S12000005,2006,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000047,2005,Count,ktonnes,185,Total Amount Of Petrol And Diesel Consumed
S12000047,2011,Count,ktonnes,183,Total Amount Of Petrol And Diesel Consumed
S12000005,2008,Count,ktonnes,21,Total Amount Of Petrol And Diesel Consumed
S12000005,2018,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000005,2017,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000047,2012,Count,ktonnes,178,Total Amount Of Petrol And Diesel Consumed
S12000040,2012,Count,ktonnes,120,Total Amount Of Petrol And Diesel Consumed
S12000005,2005,Count,ktonnes,19,Total Amount Of Petrol And Diesel Consumed
S12000047,2013,Count,ktonnes,178,Total Amount Of Petrol And Diesel Consumed
S12000047,2018,Count,ktonnes,189,Total Amount Of Petrol And Diesel Consumed
S12000049,2017,Count,ktonnes,266,Total Amount Of Petrol And Diesel Consumed
S12000050,2018,Count,ktonnes,263,Total Amount Of Petrol And Diesel Consumed
S12000040,2006,Count,ktonnes,125,Total Amount Of Petrol And Diesel Consumed
S12000040,2011,Count,ktonnes,122,Total Amount Of Petrol And Diesel Consumed
S12000005,2012,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000005,2010,Count,ktonnes,21,Total Amount Of Petrol And Diesel Consumed
S12000049,2010,Count,ktonnes,267,Total Amount Of Petrol And Diesel Consumed
S12000040,2007,Count,ktonnes,128,Total Amount Of Petrol And Diesel Consumed
S12000040,2008,Count,ktonnes,128,Total Amount Of Petrol And Diesel Consumed
S12000040,2005,Count,ktonnes,123,Total Amount Of Petrol And Diesel Consumed
S12000005,2011,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000040,2009,Count,ktonnes,126,Total Amount Of Petrol And Diesel Consumed
S12000047,2007,Count,ktonnes,196,Total Amount Of Petrol And Diesel Consumed
S12000040,2015,Count,ktonnes,123,Total Amount Of Petrol And Diesel Consumed
S12000040,2013,Count,ktonnes,120,Total Amount Of Petrol And Diesel Consumed
S12000047,2015,Count,ktonnes,179,Total Amount Of Petrol And Diesel Consumed
S12000050,2005,Count,ktonnes,225,Total Amount Of Petrol And Diesel Consumed
S12000005,2014,Count,ktonnes,20,Total Amount Of Petrol And Diesel Consumed
S12000040,2014,Count,ktonnes,121,Total Amount Of Petrol And Diesel Consumed
S12000048,2009,Count,ktonnes,178,Total Amount Of Petrol And Diesel Consumed
S12000005,2015,Count,ktonnes,19,Total Amount Of Petrol And Diesel Consumed
S12000045,2011,Count,ktonnes,40,Total Amount Of Petrol And Diesel Consumed
S92000003,2005,Count,ktonnes,3180,Total Amount Of Petrol And Diesel Consumed
S12000048,2015,Count,ktonnes,176,Total Amount Of Petrol And Diesel Consumed
S12000045,2008,Count,ktonnes,43,Total Amount Of Petrol And Diesel Consumed
S12000050,2012,Count,ktonnes,243,Total Amount Of Petrol And Diesel Consumed
S12000039,2014,Count,ktonnes,46,Total Amount Of Petrol And Diesel Consumed
S12000045,2005,Count,ktonnes,41,Total Amount Of Petrol And Diesel Consumed
S12000039,2010,Count,ktonnes,46,Total Amount Of Petrol And Diesel Consumed
S12000039,2005,Count,ktonnes,46,Total Amount Of Petrol And Diesel Consumed
S12000050,2010,Count,ktonnes,226,Total Amount Of Petrol And Diesel Consumed
S12000050,2009,Count,ktonnes,229,Total Amount Of Petrol And Diesel Consumed
S12000039,2007,Count,ktonnes,47,Total Amount Of Petrol And Diesel Consumed
S12000039,2018,Count,ktonnes,45,Total Amount Of Petrol And Diesel Consumed
S12000008,2018,Count,ktonnes,74,Total Amount Of Petrol And Diesel Consumed
S12000045,2010,Count,ktonnes,41,Total Amount Of Petrol And Diesel Consumed
S12000045,2009,Count,ktonnes,42,Total Amount Of Petrol And Diesel Consumed
S92000003,2013,Count,ktonnes,3124,Total Amount Of Petrol And Diesel Consumed
S12000049,2008,Count,ktonnes,279,Total Amount Of Petrol And Diesel Consumed
S12000049,2009,Count,ktonnes,273,Total Amount Of Petrol And Diesel Consumed
S12000048,2012,Count,ktonnes,170,Total Amount Of Petrol And Diesel Consumed
S12000048,2018,Count,ktonnes,184,Total Amount Of Petrol And Diesel Consumed
S12000008,2012,Count,ktonnes,71,Total Amount Of Petrol And Diesel Consumed
S12000050,2008,Count,ktonnes,233,Total Amount Of Petrol And Diesel Consumed
S12000048,2013,Count,ktonnes,171,Total Amount Of Petrol And Diesel Consumed
S12000049,2007,Count,ktonnes,279,Total Amount Of Petrol And Diesel Consumed
S12000008,2014,Count,ktonnes,72,Total Amount Of Petrol And Diesel Consumed
S12000039,2013,Count,ktonnes,45,Total Amount Of Petrol And Diesel Consumed
S12000008,2015,Count,ktonnes,72,Total Amount Of Petrol And Diesel Consumed
S12000039,2008,Count,ktonnes,47,Total Amount Of Petrol And Diesel Consumed
S12000045,2006,Count,ktonnes,42,Total Amount Of Petrol And Diesel Consumed
S12000045,2007,Count,ktonnes,43,Total Amount Of Petrol And Diesel Consumed
S12000049,2016,Count,ktonnes,267,Total Amount Of Petrol And Diesel Consumed
S12000050,2007,Count,ktonnes,234,Total Amount Of Petrol And Diesel Consumed
S92000003,2016,Count,ktonnes,3205,Total Amount Of Petrol And Diesel Consumed
S92000003,2014,Count,ktonnes,3174,Total Amount Of Petrol And Diesel Consumed
S12000039,2017,Count,ktonnes,45,Total Amount Of Petrol And Diesel Consumed
S12000006,2018,Count,ktonnes,177,Total Amount Of Petrol And Diesel Consumed
S92000003,2018,Count,ktonnes,3284,Total Amount Of Petrol And Diesel Consumed
S12000006,2017,Count,ktonnes,183,Total Amount Of Petrol And Diesel Consumed
S12000006,2016,Count,ktonnes,173,Total Amount Of Petrol And Diesel Consumed
S12000050,2015,Count,ktonnes,234,Total Amount Of Petrol And Diesel Consumed
S12000050,2016,Count,ktonnes,238,Total Amount Of Petrol And Diesel Consumed
S12000006,2015,Count,ktonnes,171,Total Amount Of Petrol And Diesel Consumed
S12000039,2009,Count,ktonnes,47,Total Amount Of Petrol And Diesel Consumed
S12000050,2013,Count,ktonnes,240,Total Amount Of Petrol And Diesel Consumed
S12000008,2017,Count,ktonnes,74,Total Amount Of Petrol And Diesel Consumed
S12000050,2011,Count,ktonnes,220,Total Amount Of Petrol And Diesel Consumed
S12000039,2011,Count,ktonnes,46,Total Amount Of Petrol And Diesel Consumed
S12000050,2006,Count,ktonnes,229,Total Amount Of Petrol And Diesel Consumed
S12000039,2006,Count,ktonnes,47,Total Amount Of Petrol And Diesel Consumed
S92000003,2010,Count,ktonnes,3192,Total Amount Of Petrol And Diesel Consumed
S12000039,2016,Count,ktonnes,45,Total Amount Of Petrol And Diesel Consumed
S12000033,1999,Ratio,Percent Of Households,37.9,% Of Households Without Access To A Car
S12000049,2007,Ratio,Percent Of Households,50.3,% Of Households Without Access To A Car
S12000033,2013,Ratio,Percent Of Households,30.9,% Of Households Without Access To A Car
S12000034,2016,Ratio,Percent Of Households,50,% Of Households With Access To Two Or More Cars
S12000034,2007,Ratio,Percent Of Households,13,% Of Households Without Access To A Car
S12000033,2009,Ratio,Percent Of Households,47.7,% Of Households With Access To One Car
S12000034,2019,Ratio,Percent Of Households,44,% Of Households With Access To Two Or More Cars
S12000033,2016,Ratio,Percent Of Households,26.2,% Of Households With Access To Two Or More Cars
S12000049,2017,Ratio,Percent Of Households,39.3,% Of Households With Access To One Car
S12000049,2014,Ratio,Percent Of Households,37.6,% Of Households With Access To One Car
S12000033,2015,Ratio,Percent Of Households,29.5,% Of Households Without Access To A Car
S12000033,2007,Ratio,Percent Of Households,22.6,% Of Households With Access To Two Or More Cars
S12000033,2007,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000033,2019,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000033,2003,Ratio,Percent Of Households,31.3,% Of Households Without Access To A Car
S12000033,2016,Ratio,Percent Of Households,42.3,% Of Households With Access To One Car
S12000033,2013,Ratio,Percent Of Households,47.7,% Of Households With Access To One Car
S12000033,2018,Ratio,Percent Of Households,27,% Of Households With Access To Two Or More Cars
S12000033,2014,Ratio,Percent Of Households,26.5,% Of Households Without Access To A Car
S12000034,2019,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000049,2009,Ratio,Percent Of Households,12.5,% Of Households With Access To Two Or More Cars
S12000049,2018,Ratio,Percent Of Households,16,% Of Households With Access To Two Or More Cars
S12000049,2013,Ratio,Percent Of Households,11.3,% Of Households With Access To Two Or More Cars
S12000048,2018,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000035,2001,Ratio,Percent Of Households,53.5,% Of Households With Access To One Car
S12000033,2005,Ratio,Percent Of Households,42.5,% Of Households With Access To One Car
S12000049,2017,Ratio,Percent Of Households,44.1,% Of Households Without Access To A Car
S12000049,2009,Ratio,Percent Of Households,48.8,% Of Households Without Access To A Car
S12000049,2005,Ratio,Percent Of Households,10.8,% Of Households With Access To Two Or More Cars
S12000035,2015,Ratio,Percent Of Households,22.9,% Of Households With Access To Two Or More Cars
S12000035,2014,Ratio,Percent Of Households,28.4,% Of Households Without Access To A Car
S12000049,2016,Ratio,Percent Of Households,36.8,% Of Households With Access To One Car
S12000033,2014,Ratio,Percent Of Households,26.9,% Of Households With Access To Two Or More Cars
S12000048,2003,Ratio,Percent Of Households,31.7,% Of Households With Access To Two Or More Cars
S12000049,2015,Ratio,Percent Of Households,12.7,% Of Households With Access To Two Or More Cars
S12000033,2015,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000033,2019,Ratio,Percent Of Households,27,% Of Households With Access To Two Or More Cars
S12000049,2014,Ratio,Percent Of Households,13.3,% Of Households With Access To Two Or More Cars
S12000034,1999,Ratio,Percent Of Households,18.1,% Of Households Without Access To A Car
S12000049,2019,Ratio,Percent Of Households,46,% Of Households Without Access To A Car
S12000049,2003,Ratio,Percent Of Households,10.3,% Of Households With Access To Two Or More Cars
S12000049,2017,Ratio,Percent Of Households,16.6,% Of Households With Access To Two Or More Cars
S12000033,1999,Ratio,Percent Of Households,15.8,% Of Households With Access To Two Or More Cars
S12000033,2007,Ratio,Percent Of Households,30.9,% Of Households Without Access To A Car
S12000034,2003,Ratio,Percent Of Households,36.6,% Of Households With Access To Two Or More Cars
S12000034,2018,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000034,2015,Ratio,Percent Of Households,12.7,% Of Households Without Access To A Car
S12000034,2005,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000049,2012,Ratio,Percent Of Households,36.8,% Of Households With Access To One Car
S12000034,2018,Ratio,Percent Of Households,44,% Of Households With Access To Two Or More Cars
S12000034,1999,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000034,2013,Ratio,Percent Of Households,41.4,% Of Households With Access To Two Or More Cars
S12000034,1999,Ratio,Percent Of Households,50.8,% Of Households With Access To One Car
S12000034,2013,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000049,2003,Ratio,Percent Of Households,34.9,% Of Households With Access To One Car
S12000034,2015,Ratio,Percent Of Households,50.3,% Of Households With Access To Two Or More Cars
S12000034,2007,Ratio,Percent Of Households,42.7,% Of Households With Access To Two Or More Cars
S12000034,2003,Ratio,Percent Of Households,47.6,% Of Households With Access To One Car
S12000034,2013,Ratio,Percent Of Households,15.5,% Of Households Without Access To A Car
S12000034,2014,Ratio,Percent Of Households,15,% Of Households Without Access To A Car
S12000034,2005,Ratio,Percent Of Households,39.1,% Of Households With Access To Two Or More Cars
S12000034,2001,Ratio,Percent Of Households,34.9,% Of Households With Access To Two Or More Cars
S12000049,2015,Ratio,Percent Of Households,38.2,% Of Households With Access To One Car
S12000034,2007,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000049,2015,Ratio,Percent Of Households,49.1,% Of Households Without Access To A Car
S12000034,2014,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S12000049,2018,Ratio,Percent Of Households,38,% Of Households With Access To One Car
S12000049,2013,Ratio,Percent Of Households,37.4,% Of Households With Access To One Car
S12000049,2001,Ratio,Percent Of Households,35.3,% Of Households With Access To One Car
S12000034,2001,Ratio,Percent Of Households,16.6,% Of Households Without Access To A Car
S12000049,2007,Ratio,Percent Of Households,38.1,% Of Households With Access To One Car
S12000034,2018,Ratio,Percent Of Households,13,% Of Households Without Access To A Car
S12000049,2009,Ratio,Percent Of Households,38.8,% Of Households With Access To One Car
S12000034,2019,Ratio,Percent Of Households,13,% Of Households Without Access To A Car
S12000049,2005,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000034,2005,Ratio,Percent Of Households,14.3,% Of Households Without Access To A Car
S12000034,2009,Ratio,Percent Of Households,15.5,% Of Households Without Access To A Car
S12000033,2017,Ratio,Percent Of Households,48.8,% Of Households With Access To One Car
S12000033,2001,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000034,2017,Ratio,Percent Of Households,45.8,% Of Households With Access To Two Or More Cars
S12000049,2016,Ratio,Percent Of Households,14.7,% Of Households With Access To Two Or More Cars
S12000033,2005,Ratio,Percent Of Households,24.1,% Of Households With Access To Two Or More Cars
S12000034,2012,Ratio,Percent Of Households,43.3,% Of Households With Access To Two Or More Cars
S12000049,2013,Ratio,Percent Of Households,51.4,% Of Households Without Access To A Car
S12000034,2016,Ratio,Percent Of Households,8.7,% Of Households Without Access To A Car
S12000033,2009,Ratio,Percent Of Households,30.6,% Of Households Without Access To A Car
S12000033,2019,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000034,2009,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S12000034,2017,Ratio,Percent Of Households,13.4,% Of Households Without Access To A Car
S12000049,2005,Ratio,Percent Of Households,52.2,% Of Households Without Access To A Car
S12000033,2012,Ratio,Percent Of Households,25,% Of Households With Access To Two Or More Cars
S12000033,1999,Ratio,Percent Of Households,46.3,% Of Households With Access To One Car
S12000049,1999,Ratio,Percent Of Households,33,% Of Households With Access To One Car
S12000034,2016,Ratio,Percent Of Households,41.2,% Of Households With Access To One Car
S12000034,2015,Ratio,Percent Of Households,36.9,% Of Households With Access To One Car
S12000034,2014,Ratio,Percent Of Households,40.5,% Of Households With Access To Two Or More Cars
S12000034,2012,Ratio,Percent Of Households,40.2,% Of Households With Access To One Car
S12000049,2016,Ratio,Percent Of Households,48.6,% Of Households Without Access To A Car
S12000034,2017,Ratio,Percent Of Households,40.8,% Of Households With Access To One Car
S12000034,2003,Ratio,Percent Of Households,15.8,% Of Households Without Access To A Car
S12000033,2012,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000034,2009,Ratio,Percent Of Households,42.4,% Of Households With Access To Two Or More Cars
S12000033,2003,Ratio,Percent Of Households,21.5,% Of Households With Access To Two Or More Cars
S12000033,2014,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000034,2012,Ratio,Percent Of Households,16.6,% Of Households Without Access To A Car
S12000034,2001,Ratio,Percent Of Households,48.5,% Of Households With Access To One Car
S12000033,2012,Ratio,Percent Of Households,46.5,% Of Households With Access To One Car
S12000033,2003,Ratio,Percent Of Households,47.2,% Of Households With Access To One Car
S12000050,2014,Ratio,Percent Of Households,33.8,% Of Households Without Access To A Car
S12000050,2019,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000050,2012,Ratio,Percent Of Households,31.3,% Of Households Without Access To A Car
S12000029,2019,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000029,2015,Ratio,Percent Of Households,42.7,% Of Households With Access To One Car
S12000029,2012,Ratio,Percent Of Households,38.9,% Of Households With Access To One Car
S12000029,1999,Ratio,Percent Of Households,33.4,% Of Households Without Access To A Car
S12000050,2001,Ratio,Percent Of Households,36,% Of Households Without Access To A Car
S12000029,2014,Ratio,Percent Of Households,27.4,% Of Households Without Access To A Car
S12000029,2014,Ratio,Percent Of Households,41.7,% Of Households With Access To One Car
S12000050,2003,Ratio,Percent Of Households,20.6,% Of Households With Access To Two Or More Cars
S12000029,2009,Ratio,Percent Of Households,28.3,% Of Households With Access To Two Or More Cars
S12000029,2003,Ratio,Percent Of Households,32.4,% Of Households Without Access To A Car
S12000050,2019,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000050,2009,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000050,2007,Ratio,Percent Of Households,44.7,% Of Households With Access To One Car
S12000029,2012,Ratio,Percent Of Households,30.5,% Of Households With Access To Two Or More Cars
S12000029,2007,Ratio,Percent Of Households,27.5,% Of Households With Access To Two Or More Cars
S12000029,2013,Ratio,Percent Of Households,41.2,% Of Households With Access To One Car
S12000050,2012,Ratio,Percent Of Households,42.7,% Of Households With Access To One Car
S12000029,2016,Ratio,Percent Of Households,44.9,% Of Households With Access To One Car
S12000050,2007,Ratio,Percent Of Households,23.3,% Of Households With Access To Two Or More Cars
S12000029,1999,Ratio,Percent Of Households,46.8,% Of Households With Access To One Car
S12000030,2012,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000050,2019,Ratio,Percent Of Households,28,% Of Households Without Access To A Car
S12000029,2018,Ratio,Percent Of Households,29,% Of Households Without Access To A Car
S12000050,2013,Ratio,Percent Of Households,34.3,% Of Households Without Access To A Car
S12000050,2009,Ratio,Percent Of Households,24.6,% Of Households With Access To Two Or More Cars
S12000050,2013,Ratio,Percent Of Households,26.3,% Of Households With Access To Two Or More Cars
S12000050,2015,Ratio,Percent Of Households,34.2,% Of Households Without Access To A Car
S12000030,2009,Ratio,Percent Of Households,39.3,% Of Households With Access To One Car
S12000029,2001,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000050,2015,Ratio,Percent Of Households,42.2,% Of Households With Access To One Car
S12000029,2019,Ratio,Percent Of Households,29,% Of Households Without Access To A Car
S12000029,2001,Ratio,Percent Of Households,33.9,% Of Households Without Access To A Car
S12000050,1999,Ratio,Percent Of Households,39.7,% Of Households Without Access To A Car
S12000029,2016,Ratio,Percent Of Households,22.9,% Of Households Without Access To A Car
S12000029,2005,Ratio,Percent Of Households,42.7,% Of Households With Access To One Car
S12000029,2013,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000029,2017,Ratio,Percent Of Households,23.7,% Of Households Without Access To A Car
S12000029,2007,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000050,2001,Ratio,Percent Of Households,17.9,% Of Households With Access To Two Or More Cars
S12000050,2016,Ratio,Percent Of Households,38.9,% Of Households With Access To One Car
S12000028,2018,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000028,2001,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S12000050,2018,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000029,2003,Ratio,Percent Of Households,43.2,% Of Households With Access To One Car
S12000029,2016,Ratio,Percent Of Households,32.2,% Of Households With Access To Two Or More Cars
S12000029,2015,Ratio,Percent Of Households,28.7,% Of Households With Access To Two Or More Cars
S12000028,2012,Ratio,Percent Of Households,24.5,% Of Households Without Access To A Car
S12000028,2012,Ratio,Percent Of Households,33.4,% Of Households With Access To Two Or More Cars
S12000028,2001,Ratio,Percent Of Households,21.1,% Of Households With Access To Two Or More Cars
S12000028,2009,Ratio,Percent Of Households,25.8,% Of Households Without Access To A Car
S12000028,2017,Ratio,Percent Of Households,31.6,% Of Households With Access To Two Or More Cars
S12000028,2014,Ratio,Percent Of Households,47.1,% Of Households With Access To One Car
S12000028,2019,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000028,2005,Ratio,Percent Of Households,46.9,% Of Households With Access To One Car
S12000028,2015,Ratio,Percent Of Households,30.1,% Of Households With Access To Two Or More Cars
S12000028,2003,Ratio,Percent Of Households,25.9,% Of Households With Access To Two Or More Cars
S12000028,2009,Ratio,Percent Of Households,28.7,% Of Households With Access To Two Or More Cars
S12000050,1999,Ratio,Percent Of Households,16.2,% Of Households With Access To Two Or More Cars
S12000029,2003,Ratio,Percent Of Households,24.4,% Of Households With Access To Two Or More Cars
S12000029,2019,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000029,2001,Ratio,Percent Of Households,25.1,% Of Households With Access To Two Or More Cars
S12000029,2018,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000029,2007,Ratio,Percent Of Households,28.5,% Of Households Without Access To A Car
S12000029,2012,Ratio,Percent Of Households,30.6,% Of Households Without Access To A Car
S12000029,1999,Ratio,Percent Of Households,19.8,% Of Households With Access To Two Or More Cars
S12000029,2005,Ratio,Percent Of Households,28.7,% Of Households With Access To Two Or More Cars
S12000029,2005,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000029,2014,Ratio,Percent Of Households,30.9,% Of Households With Access To Two Or More Cars
S12000029,2009,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000029,2009,Ratio,Percent Of Households,27.4,% Of Households Without Access To A Car
S12000029,2013,Ratio,Percent Of Households,28.8,% Of Households With Access To Two Or More Cars
S12000029,2017,Ratio,Percent Of Households,42.6,% Of Households With Access To One Car
S12000050,2005,Ratio,Percent Of Households,34.5,% Of Households Without Access To A Car
S12000050,2014,Ratio,Percent Of Households,41.6,% Of Households With Access To One Car
S12000029,2017,Ratio,Percent Of Households,33.7,% Of Households With Access To Two Or More Cars
S12000029,2015,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000029,2018,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000050,2017,Ratio,Percent Of Households,41.4,% Of Households With Access To One Car
S12000030,2007,Ratio,Percent Of Households,41.5,% Of Households With Access To One Car
S12000030,2018,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000049,2007,Ratio,Percent Of Households,11.6,% Of Households With Access To Two Or More Cars
S12000050,2013,Ratio,Percent Of Households,39.4,% Of Households With Access To One Car
S12000050,2016,Ratio,Percent Of Households,33.8,% Of Households With Access To Two Or More Cars
S12000030,2018,Ratio,Percent Of Households,45,% Of Households With Access To Two Or More Cars
S12000030,2016,Ratio,Percent Of Households,22.1,% Of Households Without Access To A Car
S12000049,2001,Ratio,Percent Of Households,7.6,% Of Households With Access To Two Or More Cars
S12000030,2014,Ratio,Percent Of Households,35.2,% Of Households With Access To Two Or More Cars
S12000030,2017,Ratio,Percent Of Households,44.8,% Of Households With Access To One Car
S12000049,2012,Ratio,Percent Of Households,50.5,% Of Households Without Access To A Car
S12000030,2012,Ratio,Percent Of Households,22.5,% Of Households Without Access To A Car
S12000030,2001,Ratio,Percent Of Households,40.4,% Of Households With Access To One Car
S12000030,2005,Ratio,Percent Of Households,31.8,% Of Households With Access To Two Or More Cars
S12000030,1999,Ratio,Percent Of Households,25.1,% Of Households Without Access To A Car
S12000030,2014,Ratio,Percent Of Households,23.4,% Of Households Without Access To A Car
S12000050,2009,Ratio,Percent Of Households,32.5,% Of Households Without Access To A Car
S12000030,2007,Ratio,Percent Of Households,24.9,% Of Households Without Access To A Car
S12000030,2005,Ratio,Percent Of Households,24.1,% Of Households Without Access To A Car
S12000030,2018,Ratio,Percent Of Households,34,% Of Households With Access To One Car
S12000050,2003,Ratio,Percent Of Households,42.8,% Of Households With Access To One Car
S12000033,2015,Ratio,Percent Of Households,26.4,% Of Households With Access To Two Or More Cars
S12000033,2017,Ratio,Percent Of Households,24.2,% Of Households With Access To Two Or More Cars
S12000049,1999,Ratio,Percent Of Households,59.5,% Of Households Without Access To A Car
S12000033,2001,Ratio,Percent Of Households,36.3,% Of Households Without Access To A Car
S12000033,2005,Ratio,Percent Of Households,33.5,% Of Households Without Access To A Car
S12000049,2012,Ratio,Percent Of Households,12.7,% Of Households With Access To Two Or More Cars
S12000049,2014,Ratio,Percent Of Households,49.1,% Of Households Without Access To A Car
S12000049,2018,Ratio,Percent Of Households,46,% Of Households Without Access To A Car
S12000049,2001,Ratio,Percent Of Households,57.1,% Of Households Without Access To A Car
S12000049,2003,Ratio,Percent Of Households,54.8,% Of Households Without Access To A Car
S12000049,2019,Ratio,Percent Of Households,38,% Of Households With Access To One Car
S12000033,2018,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000033,2016,Ratio,Percent Of Households,31.5,% Of Households Without Access To A Car
S12000049,1999,Ratio,Percent Of Households,7.5,% Of Households With Access To Two Or More Cars
S12000049,2019,Ratio,Percent Of Households,16,% Of Households With Access To Two Or More Cars
S12000033,2018,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000033,2009,Ratio,Percent Of Households,21.7,% Of Households With Access To Two Or More Cars
S12000033,2013,Ratio,Percent Of Households,21.4,% Of Households With Access To Two Or More Cars
S12000033,2001,Ratio,Percent Of Households,18.6,% Of Households With Access To Two Or More Cars
S12000033,2017,Ratio,Percent Of Households,27,% Of Households Without Access To A Car
S12000030,2009,Ratio,Percent Of Households,34.9,% Of Households With Access To Two Or More Cars
S12000050,2003,Ratio,Percent Of Households,36.6,% Of Households Without Access To A Car
S12000030,1999,Ratio,Percent Of Households,43.4,% Of Households With Access To One Car
S12000050,2018,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000050,2005,Ratio,Percent Of Households,21.2,% Of Households With Access To Two Or More Cars
S12000030,2015,Ratio,Percent Of Households,37.4,% Of Households With Access To Two Or More Cars
S12000030,2007,Ratio,Percent Of Households,33.7,% Of Households With Access To Two Or More Cars
